seqname	type	start	end	strand	feature_id
Chr4	gene	2714765	2716012	+	AT4G05310
Chr4	gene	2718170	2720308	+	AT4G05320
Chr4	gene	2720561	2723125	-	AT4G05330
Chr4	gene	2725690	2726065	+	AT4G05340
Chr4	gene	2726910	2727530	-	AT4G05350
Chr4	gene	2728204	2732337	+	AT4G05360
Chr4	gene	2736135	2736584	+	AT4G05370
Chr4	gene	2737146	2737983	+	AT4G05380
Chr4	gene	2738531	2740667	-	AT4G05390
Chr4	gene	2741160	2742949	+	AT4G05400
Chr4	gene	2742932	2745627	-	AT4G05410
Chr4	gene	2746121	2752943	+	AT4G05420
Chr4	gene	2753582	2754420	+	AT4G05430
Chr4	gene	2757214	2758275	+	AT4G05440
Chr4	gene	2758653	2760912	+	AT4G05450
Chr4	gene	2760881	2762445	-	AT4G05460
Chr4	gene	2763256	2765351	-	AT4G05470
Chr4	gene	2765962	2767957	-	AT4G05475
Chr4	gene	2771044	2772252	-	AT4G05490
Chr4	gene	2776207	2776365	-	AT4G05494
Chr4	gene	2777903	2778801	-	AT4G05497
Chr4	gene	2789656	2789741	-	AT4G05508
Chr4	gene	2804451	2807929	+	AT4G05520
Chr4	gene	2808054	2809025	-	AT4G05523
Chr4	gene	2816392	2818365	+	AT4G05530
Chr4	gene	2818776	2821065	-	AT4G05540
Chr4	gene	2826047	2826659	+	AT4G05553
Chr4	gene	2907065	2908557	+	AT4G05590
Chr4	gene	2959094	2963744	+	AT4G05612
Chr4	gene	2985051	2985449	-	AT4G05620
Chr4	gene	2988448	2988822	-	AT4G05630
Chr4	gene	2990006	2992618	-	AT4G05631
Chr4	gene	3001664	3002411	+	AT4G05632
Chr4	gene	3067503	3068769	+	AT4G06479
Chr4	gene	3116894	3117334	+	AT4G06490
Chr4	gene	3318302	3320945	-	AT4G06526
Chr4	gene	3356870	3358087	+	AT4G06534
Chr4	gene	3360746	3361255	+	AT4G06536
Chr4	gene	3576112	3576681	+	AT4G06583
Chr4	gene	3663485	3665981	+	AT4G06598
Chr4	gene	3665925	3667547	-	AT4G06599
Chr4	gene	3764289	3766578	-	AT4G06634
Chr4	gene	3523431	3523937	-	AT4G06639
Chr4	gene	3898865	3901990	+	AT4G06676
Chr4	gene	3920693	3924437	+	AT4G06688
Chr4	gene	3939266	3940797	-	AT4G06701
Chr4	gene	4045390	4045647	-	AT4G06740
Chr4	gene	4070813	4072305	-	AT4G06744
Chr4	gene	4073962	4074545	-	AT4G06746
Chr4	gene	4172609	4175227	-	AT4G07350
Chr4	gene	4192429	4193016	-	AT4G07380
Chr4	gene	4195680	4197571	+	AT4G07390
Chr4	gene	4197847	4199511	-	AT4G07400
Chr4	gene	4201005	4201193	+	AT4G07408
Chr4	gene	4201249	4205224	-	AT4G07410
Chr4	gene	4314957	4315510	-	AT4G07515
Chr4	gene	4345348	4345975	-	AT4G07524
Chr4	gene	4358652	4360161	-	AT4G07526
Chr4	gene	4456702	4458842	-	AT4G07666
Chr4	gene	4462911	4464347	+	AT4G07670
Chr4	gene	4466013	4467147	-	AT4G07675
Chr4	gene	4539638	4540682	+	AT4G07740
Chr4	gene	4604907	4605014	-	AT4G07786
Chr4	gene	4636764	4637450	-	AT4G07820
Chr4	gene	4643840	4645338	+	AT4G07825
Chr4	gene	4691762	4692653	+	AT4G07868
Chr4	gene	4732198	4733424	+	AT4G07932
Chr4	gene	4792673	4794109	+	AT4G07940
Chr4	gene	4798044	4799795	+	AT4G07950
Chr4	gene	4802341	4805647	-	AT4G07960
Chr4	gene	4808635	4809352	+	AT4G07965
Chr4	gene	4825409	4829608	-	AT4G07990
Chr4	gene	4846798	4847379	+	AT4G08025
Chr4	gene	4851544	4851878	+	AT4G08028
Chr4	gene	4866554	4868343	+	AT4G08035
Chr4	gene	4884848	4886035	-	AT4G08039
Chr4	gene	4887112	4888939	+	AT4G08040
Chr4	gene	4949563	4949745	+	AT4G08073
Chr4	gene	5004096	5005932	+	AT4G08097
Chr4	gene	5020237	5020486	-	AT4G08116
Chr4	gene	5135673	5136140	+	AT4G08140
Chr4	gene	5147700	5150966	-	AT4G08150
Chr4	gene	5151863	5151979	-	AT4G08151
Chr4	gene	5159034	5162774	-	AT4G08160
Chr4	gene	5163399	5167179	-	AT4G08170
Chr4	gene	5168567	5168689	+	AT4G08176
Chr4	gene	5169484	5173662	+	AT4G08180
Chr4	gene	5174523	5175476	-	AT4G08190
Chr4	gene	5183813	5185873	-	AT4G08210
Chr4	gene	5187785	5189644	-	AT4G08230
Chr4	gene	5194671	5196761	+	AT4G08240
Chr4	gene	5196787	5198238	+	AT4G08250
Chr4	gene	5200847	5201865	+	AT4G08260
Chr4	gene	5211604	5212137	-	AT4G08263
Chr4	gene	5216854	5217697	+	AT4G08267
Chr4	gene	5218105	5218404	+	AT4G08270
Chr4	gene	5230326	5232196	+	AT4G08280
Chr4	gene	5238906	5241034	+	AT4G08290
Chr4	gene	5244891	5248342	+	AT4G08300
Chr4	gene	5248864	5252150	-	AT4G08310
Chr4	gene	5252811	5255200	+	AT4G08320
Chr4	gene	5255120	5256705	-	AT4G08330
Chr4	gene	5268128	5268213	-	AT4G08345
Chr4	gene	5286234	5292239	+	AT4G08350
Chr4	gene	5292394	5292579	-	AT4G08351
Chr4	gene	5295933	5296978	+	AT4G08360
Chr4	gene	5301962	5303314	-	AT4G08370
Chr4	gene	5311093	5312406	-	AT4G08380
Chr4	gene	5314905	5317456	+	AT4G08390
Chr4	gene	5319634	5320712	+	AT4G08395
Chr4	gene	5323800	5325341	-	AT4G08400
Chr4	gene	5331769	5331909	-	AT4G08406
Chr4	gene	5339086	5341209	-	AT4G08410
Chr4	gene	5347396	5350436	-	AT4G08430
Chr4	gene	5365610	5371101	+	AT4G08450
Chr4	gene	5375874	5377056	+	AT4G08455
Chr4	gene	5377064	5380645	-	AT4G08460
Chr4	gene	5383852	5387058	-	AT4G08470
Chr4	gene	5387652	5391507	-	AT4G08480
Chr4	gene	5394425	5394782	-	AT4G08485
Chr4	gene	5403753	5407301	-	AT4G08500
Chr4	gene	5410296	5413453	+	AT4G08510
Chr4	gene	5417348	5420530	+	AT4G08520
Chr4	gene	5421862	5422356	+	AT4G08530
Chr4	gene	5433645	5436524	+	AT4G08540
Chr4	gene	5444345	5446891	+	AT4G08550
Chr4	gene	5448133	5448523	+	AT4G08555
Chr4	gene	5450434	5453183	+	AT4G08560
Chr4	gene	5454580	5456070	-	AT4G08570
Chr4	gene	5461483	5463907	+	AT4G08580
Chr4	gene	5463885	5466671	-	AT4G08590
Chr4	gene	5469345	5470466	+	AT4G08593
Chr4	gene	5500313	5506265	+	AT4G08620
Chr4	gene	5506998	5511959	-	AT4G08630
Chr4	gene	5513313	5514174	+	AT4G08640
Chr4	gene	5536699	5538210	-	AT4G08670
Chr4	gene	5550429	5551370	+	AT4G08685
Chr4	gene	5551315	5553151	-	AT4G08690
Chr4	gene	5555316	5556616	-	AT4G08691
Chr4	gene	5565853	5567458	-	AT4G08700
Chr4	gene	5577390	5578779	-	AT4G08730
Chr4	gene	5579034	5579745	+	AT4G08740
Chr4	gene	5584739	5591133	-	AT4G08760
Chr4	gene	5598115	5600312	-	AT4G08770
Chr4	gene	5604153	5608202	+	AT4G08780
Chr4	gene	5608240	5611215	-	AT4G08790
Chr4	gene	5614134	5615919	+	AT4G08800
Chr4	gene	5616052	5617939	-	AT4G08810
Chr4	gene	5631298	5633779	+	AT4G08840
Chr4	gene	5636489	5640636	-	AT4G08850
Chr4	gene	5659815	5660903	+	AT4G08867
Chr4	gene	5668607	5669047	+	AT4G08868
Chr4	gene	5657276	5657665	-	AT4G08869
Chr4	gene	5646439	5648727	-	AT4G08870
Chr4	gene	5673276	5673710	-	AT4G08874
Chr4	gene	5673818	5674220	-	AT4G08875
Chr4	gene	5677395	5677728	+	AT4G08876
Chr4	gene	5683180	5684022	+	AT4G08878
Chr4	gene	5697896	5698615	+	AT4G08895
Chr4	gene	5703347	5705346	+	AT4G08900
Chr4	gene	5712346	5713384	+	AT4G08910
Chr4	gene	5724103	5727253	+	AT4G08920
Chr4	gene	5729192	5730850	+	AT4G08930
Chr4	gene	5730797	5732195	-	AT4G08940
Chr4	gene	5739008	5739151	-	AT4G08949
Chr4	gene	5740297	5741524	+	AT4G08950
Chr4	gene	5746289	5748285	+	AT4G08960
Chr4	gene	5752018	5752128	-	AT4G08967
Chr4	gene	5758105	5760558	+	AT4G08980
Chr4	gene	5764781	5770496	+	AT4G08990
Chr4	gene	5775210	5777481	+	AT4G09000
Chr4	gene	5777397	5779462	-	AT4G09010
Chr4	gene	5780470	5783464	-	AT4G09012
Chr4	gene	5784074	5789002	+	AT4G09020
Chr4	gene	5792207	5792790	+	AT4G09030
Chr4	gene	5794529	5797375	-	AT4G09040
Chr4	gene	5797659	5800330	-	AT4G09060
Chr4	gene	5802308	5803392	+	AT4G09070
Chr4	gene	5803811	5806355	+	AT4G09080
Chr4	gene	5807220	5807710	-	AT4G09090
Chr4	gene	5811256	5811654	+	AT4G09100
Chr4	gene	5812488	5813396	+	AT4G09110
Chr4	gene	5813998	5815035	+	AT4G09120
Chr4	gene	5815849	5816922	+	AT4G09130
Chr4	gene	5816942	5821037	-	AT4G09140
Chr4	gene	5828519	5833676	+	AT4G09150
Chr4	gene	5835095	5835412	+	AT4G09153
Chr4	gene	5839683	5842394	+	AT4G09160
Chr4	gene	5842993	5843783	-	AT4G09170
Chr4	gene	5847401	5849724	+	AT4G09180
Chr4	gene	5855176	5856327	+	AT4G09190
Chr4	gene	5859257	5861803	+	AT4G09200
Chr4	gene	5870289	5871160	+	AT4G09210
Chr4	gene	5872401	5872760	+	AT4G09220
Chr4	gene	5876578	5878978	+	AT4G09250
Chr4	gene	5887592	5888463	+	AT4G09260
Chr4	gene	5889703	5890062	+	AT4G09270
Chr4	gene	5898798	5901014	+	AT4G09300
Chr4	gene	5902826	5905372	+	AT4G09310
Chr4	gene	5923400	5924532	+	AT4G09320
Chr4	gene	5924602	5927635	-	AT4G09340
Chr4	gene	5931251	5932152	-	AT4G09350
Chr4	gene	5940186	5943280	+	AT4G09360
Chr4	gene	5962181	5963791	-	AT4G09420
Chr4	gene	5970932	5975375	+	AT4G09430
Chr4	gene	5972924	5975071	-	AT4G09432
Chr4	gene	5982215	5982748	-	AT4G09440
Chr4	gene	5983277	5984531	+	AT4G09450
Chr4	gene	5992966	5994258	+	AT4G09460
Chr4	gene	5996803	5997266	+	AT4G09462
Chr4	gene	5999071	5999608	+	AT4G09464
Chr4	gene	6001351	6001761	+	AT4G09465
Chr4	gene	6003632	6004167	+	AT4G09466
Chr4	gene	6005905	6006442	+	AT4G09467
Chr4	gene	6015562	6016575	-	AT4G09490
Chr4	gene	6018135	6019759	+	AT4G09500
Chr4	gene	6021164	6023873	-	AT4G09510
Chr4	gene	6024896	6027055	-	AT4G09520
Chr4	gene	6029413	6029724	-	AT4G09530
Chr4	gene	6037569	6037937	+	AT4G09545
Chr4	gene	6039118	6040215	+	AT4G09550
Chr4	gene	6041342	6043840	-	AT4G09560
Chr4	gene	6049517	6052335	+	AT4G09570
Chr4	gene	6052352	6054397	-	AT4G09580
Chr4	gene	6062978	6063118	+	AT4G09587
Chr4	gene	6066128	6066763	+	AT4G09590
Chr4	gene	6072804	6073612	-	AT4G09600
Chr4	gene	6074770	6075645	-	AT4G09610
Chr4	gene	6076992	6079102	-	AT4G09620
Chr4	gene	6083713	6088134	+	AT4G09630
Chr4	gene	6088213	6090888	-	AT4G09640
Chr4	gene	6096725	6097988	-	AT4G09647
Chr4	gene	6100561	6100698	-	AT4G09649
Chr4	gene	6100743	6101708	+	AT4G09650
Chr4	gene	6104446	6106607	+	AT4G09660
Chr4	gene	6107150	6109122	-	AT4G09670
Chr4	gene	6116755	6123304	+	AT4G09680
Chr4	gene	6124897	6126120	+	AT4G09690
Chr4	gene	6132837	6135200	+	AT4G09720
Chr4	gene	6136249	6139711	+	AT4G09730
Chr4	gene	6139717	6139851	+	AT4G09731
Chr4	gene	6142706	6145003	-	AT4G09740
Chr4	gene	6146690	6148814	+	AT4G09750
Chr4	gene	6148758	6151399	-	AT4G09760
Chr4	gene	6154259	6155912	-	AT4G09770
Chr4	gene	6156629	6157054	+	AT4G09775
Chr4	gene	6159538	6161378	-	AT4G09780
Chr4	gene	6162253	6162613	+	AT4G09784
Chr4	gene	6169635	6170015	+	AT4G09795
Chr4	gene	6173715	6175200	+	AT4G09800
Chr4	gene	6175176	6177293	-	AT4G09810
Chr4	gene	6182023	6186493	+	AT4G09820
Chr4	gene	6188767	6190853	+	AT4G09830
Chr4	gene	6190788	6191664	-	AT4G09840
Chr4	gene	6192512	6193130	+	AT4G09850
Chr4	gene	6194709	6195301	-	AT4G09860
Chr4	gene	6200089	6201215	+	AT4G09870
Chr4	gene	6214624	6215338	+	AT4G09880
Chr4	gene	6218396	6218927	+	AT4G09890
Chr4	gene	6221664	6224134	-	AT4G09900
Chr4	gene	6224691	6225905	+	AT4G09920
Chr4	gene	6228556	6230079	+	AT4G09930
Chr4	gene	6231786	6233397	+	AT4G09940
Chr4	gene	6234762	6236312	+	AT4G09950
Chr4	gene	6236375	6240932	-	AT4G09960
Chr4	gene	6244740	6245686	-	AT4G09965
Chr4	gene	6245961	6247768	+	AT4G09970
Chr4	gene	6247735	6252288	-	AT4G09980
Chr4	gene	6254428	6255482	-	AT4G09984
Chr4	gene	6258880	6260073	-	AT4G09990
Chr4	gene	6260310	6263181	-	AT4G10000
Chr4	gene	6263597	6266245	-	AT4G10010
Chr4	gene	6268289	6270434	+	AT4G10020
Chr4	gene	6270241	6273241	-	AT4G10030
Chr4	gene	6276998	6278509	+	AT4G10040
Chr4	gene	6284450	6287293	-	AT4G10050
Chr4	gene	6288827	6295402	+	AT4G10060
Chr4	gene	6295608	6299836	-	AT4G10070
Chr4	gene	6300058	6302654	-	AT4G10080
Chr4	gene	6305368	6307518	+	AT4G10090
Chr4	gene	6308683	6309546	+	AT4G10100
Chr4	gene	6309393	6310869	-	AT4G10110
Chr4	gene	6311477	6311581	-	AT4G10112
Chr4	gene	6312104	6312557	-	AT4G10115
Chr4	gene	6314787	6319936	+	AT4G10120
Chr4	gene	6320634	6321643	-	AT4G10130
Chr4	gene	6322457	6324664	+	AT4G10140
Chr4	gene	6328136	6329589	+	AT4G10150
Chr4	gene	6336023	6337332	+	AT4G10160
Chr4	gene	6344331	6345537	+	AT4G10170
Chr4	gene	6346463	6349276	+	AT4G10180
Chr4	gene	6350928	6352031	+	AT4G10190
Chr4	gene	6353172	6355591	+	AT4G10200
Chr4	gene	6357052	6360377	+	AT4G10210
Chr4	gene	6362189	6365079	+	AT4G10220
Chr4	gene	6366261	6367185	+	AT4G10230
Chr4	gene	6368936	6369526	-	AT4G10240
Chr4	gene	6370343	6371291	+	AT4G10250
Chr4	gene	6371377	6372770	-	AT4G10260
Chr4	gene	6373097	6373536	-	AT4G10265
Chr4	gene	6374734	6375210	+	AT4G10270
Chr4	gene	6375125	6376111	-	AT4G10280
Chr4	gene	6379701	6381739	-	AT4G10290
Chr4	gene	6384462	6386189	+	AT4G10300
Chr4	gene	6391984	6395877	+	AT4G10310
Chr4	gene	6397330	6404596	-	AT4G10320
Chr4	gene	6406541	6407777	+	AT4G10330
Chr4	gene	6408016	6409677	+	AT4G10340
Chr4	gene	6413010	6413342	+	AT4G10345
Chr4	gene	6415256	6416829	-	AT4G10350
Chr4	gene	6420455	6422380	+	AT4G10360
Chr4	gene	6423577	6425661	-	AT4G10370
Chr4	gene	6431236	6434822	-	AT4G10380
Chr4	gene	6441673	6443435	-	AT4G10390
Chr4	gene	6446209	6448136	-	AT4G10400
Chr4	gene	6448983	6449998	-	AT4G10410
Chr4	gene	6453085	6454209	-	AT4G10420
Chr4	gene	6454703	6458089	-	AT4G10430
Chr4	gene	6459728	6461932	-	AT4G10440
Chr4	gene	6462953	6464544	-	AT4G10450
Chr4	gene	6466900	6467270	-	AT4G10457
Chr4	gene	6473547	6475434	+	AT4G10465
Chr4	gene	6476014	6477883	+	AT4G10470
Chr4	gene	6477876	6479165	-	AT4G10480
Chr4	gene	6483867	6485360	+	AT4G10490
Chr4	gene	6491017	6492476	+	AT4G10500
Chr4	gene	6494707	6495211	+	AT4G10507
Chr4	gene	6495955	6499010	+	AT4G10510
Chr4	gene	6499794	6502866	+	AT4G10520
Chr4	gene	6508600	6511670	+	AT4G10530
Chr4	gene	6512515	6515743	-	AT4G10540
Chr4	gene	6516492	6520317	-	AT4G10550
Chr4	gene	6520771	6522882	-	AT4G10560
Chr4	gene	6523255	6528173	-	AT4G10570
Chr4	gene	6538541	6543448	-	AT4G10590
Chr4	gene	6545340	6546401	+	AT4G10595
Chr4	gene	6546697	6546795	-	AT4G10596
Chr4	gene	6547786	6548864	-	AT4G10600
Chr4	gene	6550978	6551834	+	AT4G10603
Chr4	gene	6557177	6559595	+	AT4G10610
Chr4	gene	6560363	6561726	+	AT4G10613
Chr4	gene	6564279	6566504	+	AT4G10620
Chr4	gene	6566625	6567629	-	AT4G10630
Chr4	gene	6571899	6574427	+	AT4G10640
Chr4	gene	6574472	6576231	-	AT4G10650
Chr4	gene	6582535	6583488	+	AT4G10660
Chr4	gene	6584727	6586262	+	AT4G10670
Chr4	gene	6587521	6588069	+	AT4G10680
Chr4	gene	6593774	6594478	-	AT4G10695
Chr4	gene	6597863	6598658	-	AT4G10700
Chr4	gene	6601989	6606354	-	AT4G10710
Chr4	gene	6607850	6609559	+	AT4G10720
Chr4	gene	6609418	6614883	-	AT4G10730
Chr4	gene	6617143	6618426	-	AT4G10740
Chr4	gene	6618676	6619939	+	AT4G10750
Chr4	gene	6619817	6623351	-	AT4G10760
Chr4	gene	6627036	6627522	+	AT4G10767
Chr4	gene	6628404	6632599	-	AT4G10770
Chr4	gene	6634779	6637457	-	AT4G10780
Chr4	gene	6640599	6643062	-	AT4G10790
Chr4	gene	6643309	6644845	+	AT4G10800
Chr4	gene	6645716	6646336	-	AT4G10810
Chr4	gene	6646430	6646500	+	AT4G10815
Chr4	gene	6648009	6648909	-	AT4G10820
Chr4	gene	6656516	6659265	+	AT4G10840
Chr4	gene	6662595	6663964	+	AT4G10845
Chr4	gene	6674998	6676981	+	AT4G10850
Chr4	gene	6678900	6679436	-	AT4G10860
Chr4	gene	6683555	6684076	-	AT4G10870
Chr4	gene	6685829	6686347	-	AT4G10880
Chr4	gene	6688833	6693761	+	AT4G10890
Chr4	gene	6693907	6694718	-	AT4G10895
Chr4	gene	6696712	6697455	+	AT4G10910
Chr4	gene	6696712	6699199	-	AT4G10920
Chr4	gene	6702725	6704645	-	AT4G10925
Chr4	gene	6705147	6708846	-	AT4G10930
Chr4	gene	6708982	6710923	-	AT4G10940
Chr4	gene	6711386	6713512	-	AT4G10950
Chr4	gene	6713557	6718555	-	AT4G10955
Chr4	gene	6713557	6718550	-	AT4G10960
Chr4	gene	6719207	6722220	-	AT4G10970
Chr4	gene	6731020	6732464	+	AT4G11000
Chr4	gene	6732580	6734361	-	AT4G11010
Chr4	gene	6734689	6736075	-	AT4G11020
Chr4	gene	6738120	6742229	+	AT4G11030
Chr4	gene	6745100	6746944	+	AT4G11040
Chr4	gene	6747467	6751311	-	AT4G11050
Chr4	gene	6754587	6756532	-	AT4G11060
Chr4	gene	6759303	6760794	+	AT4G11070
Chr4	gene	6760867	6763272	-	AT4G11080
Chr4	gene	6764537	6766268	-	AT4G11090
Chr4	gene	6768614	6770184	+	AT4G11100
Chr4	gene	6771605	6777225	+	AT4G11110
Chr4	gene	6777802	6780166	+	AT4G11120
Chr4	gene	6780522	6784440	+	AT4G11130
Chr4	gene	6794776	6795793	-	AT4G11140
Chr4	gene	6799935	6801932	+	AT4G11150
Chr4	gene	6803594	6806875	+	AT4G11160
Chr4	gene	6811127	6817130	+	AT4G11170
Chr4	gene	6818087	6819042	+	AT4G11175
Chr4	gene	6819292	6819328	+	AT4G11177
Chr4	gene	6820033	6820747	+	AT4G11180
Chr4	gene	6826677	6827383	+	AT4G11190
Chr4	gene	6832691	6833245	+	AT4G11210
Chr4	gene	6836106	6836588	+	AT4G11211
Chr4	gene	6837560	6837643	-	AT4G11213
Chr4	gene	6837774	6837857	-	AT4G11216
Chr4	gene	6837911	6839795	-	AT4G11220
Chr4	gene	6840491	6845591	-	AT4G11230
Chr4	gene	6847112	6849300	+	AT4G11240
Chr4	gene	6849578	6850567	+	AT4G11250
Chr4	gene	6851277	6853860	-	AT4G11260
Chr4	gene	6854364	6859664	+	AT4G11270
Chr4	gene	6864097	6866116	+	AT4G11280
Chr4	gene	6869953	6871661	+	AT4G11290
Chr4	gene	6872151	6873541	-	AT4G11300
Chr4	gene	6883551	6885517	+	AT4G11310
Chr4	gene	6887254	6889059	+	AT4G11320
Chr4	gene	6892055	6894149	+	AT4G11330
Chr4	gene	6894208	6899130	-	AT4G11340
Chr4	gene	6901682	6904244	+	AT4G11350
Chr4	gene	6905485	6905557	-	AT4G11355
Chr4	gene	6906014	6906759	+	AT4G11360
Chr4	gene	6907674	6908386	+	AT4G11370
Chr4	gene	6920489	6925969	+	AT4G11380
Chr4	gene	6927087	6927678	-	AT4G11385
Chr4	gene	6927892	6930378	+	AT4G11390
Chr4	gene	6932370	6932718	+	AT4G11393
Chr4	gene	6938717	6940539	+	AT4G11400
Chr4	gene	6944727	6944798	+	AT4G11405
Chr4	gene	6944918	6947333	-	AT4G11410
Chr4	gene	6947476	6952445	-	AT4G11420
Chr4	gene	6952799	6954242	+	AT4G11430
Chr4	gene	6955601	6958553	+	AT4G11440
Chr4	gene	6958681	6962046	-	AT4G11450
Chr4	gene	6964468	6967093	+	AT4G11460
Chr4	gene	6967729	6970161	+	AT4G11470
Chr4	gene	6971408	6973799	+	AT4G11480
Chr4	gene	6975282	6975945	-	AT4G11485
Chr4	gene	6978848	6981548	+	AT4G11490
Chr4	gene	6984051	6984308	-	AT4G11510
Chr4	gene	6985565	6986715	+	AT4G11521
Chr4	gene	6987093	6989599	+	AT4G11530
Chr4	gene	6990978	6992555	-	AT4G11540
Chr4	gene	6996823	6998829	-	AT4G11550
Chr4	gene	6999896	7003493	-	AT4G11560
Chr4	gene	7004333	7006081	+	AT4G11570
Chr4	gene	7006648	7007738	-	AT4G11580
Chr4	gene	7008603	7009796	+	AT4G11590
Chr4	gene	7009769	7011375	-	AT4G11600
Chr4	gene	7013729	7018049	-	AT4G11610
Chr4	gene	7019700	7021348	+	AT4G11630
Chr4	gene	7021770	7023318	+	AT4G11640
Chr4	gene	7024856	7026146	-	AT4G11650
Chr4	gene	7037086	7037358	-	AT4G11653
Chr4	gene	7038585	7039923	+	AT4G11655
Chr4	gene	7042630	7044708	+	AT4G11660
Chr4	gene	7044244	7053091	-	AT4G11670
Chr4	gene	7053443	7055622	-	AT4G11680
Chr4	gene	7056254	7057954	+	AT4G11690
Chr4	gene	7058086	7058637	-	AT4G11700
Chr4	gene	7063255	7066878	+	AT4G11720
Chr4	gene	7067035	7070968	+	AT4G11730
Chr4	gene	7071860	7075501	+	AT4G11740
Chr4	gene	7075826	7076680	-	AT4G11745
Chr4	gene	7077390	7078550	-	AT4G11750
Chr4	gene	7079316	7080445	+	AT4G11760
Chr4	gene	7082279	7083469	-	AT4G11770
Chr4	gene	7085970	7088212	+	AT4G11780
Chr4	gene	7090353	7093475	+	AT4G11790
Chr4	gene	7093542	7099697	-	AT4G11800
Chr4	gene	7104510	7108450	+	AT4G11810
Chr4	gene	7108915	7112480	-	AT4G11820
Chr4	gene	7115736	7121245	-	AT4G11830
Chr4	gene	7121965	7125882	-	AT4G11840
Chr4	gene	7126666	7128103	-	AT4G11845
Chr4	gene	7129123	7133200	-	AT4G11850
Chr4	gene	7134084	7138503	-	AT4G11860
Chr4	gene	7140495	7140719	-	AT4G11870
Chr4	gene	7142303	7142434	+	AT4G11876
Chr4	gene	7143115	7147391	+	AT4G11880
Chr4	gene	7147865	7149921	+	AT4G11890
Chr4	gene	7150241	7153571	-	AT4G11900
Chr4	gene	7156252	7158042	+	AT4G11910
Chr4	gene	7158150	7159440	+	AT4G11911
Chr4	gene	7160276	7163382	-	AT4G11920
Chr4	gene	7164904	7165722	+	AT4G11930
Chr4	gene	7168173	7168967	+	AT4G11940
Chr4	gene	7173276	7174259	-	AT4G11950
Chr4	gene	7174886	7177840	-	AT4G11960
Chr4	gene	7180350	7183677	+	AT4G11970
Chr4	gene	7183650	7185575	-	AT4G11980
Chr4	gene	7185704	7185777	+	AT4G11985
Chr4	gene	7186096	7189875	-	AT4G11990
Chr4	gene	7193270	7195152	-	AT4G12000
Chr4	gene	7196547	7197106	+	AT4G12005
Chr4	gene	7197211	7201393	-	AT4G12010
Chr4	gene	7201656	7209648	+	AT4G12020
Chr4	gene	7210918	7212992	+	AT4G12030
Chr4	gene	7214703	7215989	+	AT4G12040
Chr4	gene	7219824	7221328	-	AT4G12050
Chr4	gene	7228007	7229941	-	AT4G12060
Chr4	gene	7232799	7232871	-	AT4G12065
Chr4	gene	7231822	7234501	+	AT4G12070
Chr4	gene	7239219	7241494	+	AT4G12080
Chr4	gene	7242165	7242924	-	AT4G12090
Chr4	gene	7246422	7248127	-	AT4G12100
Chr4	gene	7254049	7256406	+	AT4G12110
Chr4	gene	7256415	7256487	+	AT4G12115
Chr4	gene	7256538	7261180	-	AT4G12120
Chr4	gene	7263599	7265812	+	AT4G12130
Chr4	gene	7266546	7267154	-	AT4G12140
Chr4	gene	7268837	7270267	-	AT4G12150
Chr4	gene	7273967	7274727	-	AT4G12170
Chr4	gene	7278545	7278760	-	AT4G12190
Chr4	gene	7281308	7281919	-	AT4G12210
Chr4	gene	7283248	7283739	-	AT4G12220
Chr4	gene	7284519	7287542	+	AT4G12230
Chr4	gene	7287803	7289225	+	AT4G12240
Chr4	gene	7289192	7290902	-	AT4G12250
Chr4	gene	7297808	7299930	+	AT4G12270
Chr4	gene	7301769	7302994	+	AT4G12280
Chr4	gene	7304405	7307138	+	AT4G12290
Chr4	gene	7307737	7309755	-	AT4G12300
Chr4	gene	7310416	7312577	-	AT4G12310
Chr4	gene	7314778	7316669	-	AT4G12320
Chr4	gene	7317560	7319739	-	AT4G12330
Chr4	gene	7320602	7321061	-	AT4G12334
Chr4	gene	7321278	7322477	-	AT4G12340
Chr4	gene	7324912	7326636	+	AT4G12350
Chr4	gene	7327992	7329192	-	AT4G12360
Chr4	gene	7331972	7332874	+	AT4G12370
Chr4	gene	7333511	7334469	-	AT4G12380
Chr4	gene	7333981	7334956	+	AT4G12382
Chr4	gene	7336497	7337356	+	AT4G12390
Chr4	gene	7338659	7341363	-	AT4G12400
Chr4	gene	7341424	7341497	-	AT4G12405
Chr4	gene	7342956	7343590	-	AT4G12410
Chr4	gene	7349267	7353135	-	AT4G12420
Chr4	gene	7365257	7368730	-	AT4G12430
Chr4	gene	7365257	7368730	-	AT4G12432
Chr4	gene	7376268	7380151	+	AT4G12440
Chr4	gene	7385802	7386810	-	AT4G12450
Chr4	gene	7391277	7396509	+	AT4G12460
Chr4	gene	7401109	7401907	-	AT4G12470
Chr4	gene	7406105	7406937	-	AT4G12480
Chr4	gene	7409621	7410406	-	AT4G12490
Chr4	gene	7414150	7414927	-	AT4G12500
Chr4	gene	7417236	7417803	-	AT4G12510
Chr4	gene	7421056	7421738	-	AT4G12520
Chr4	gene	7428027	7428563	-	AT4G12530
Chr4	gene	7429876	7431602	-	AT4G12540
Chr4	gene	7434199	7434858	+	AT4G12545
Chr4	gene	7439115	7439805	+	AT4G12550
Chr4	gene	7441764	7443754	+	AT4G12560
Chr4	gene	7445362	7449086	+	AT4G12570
Chr4	gene	7449274	7450031	-	AT4G12580
Chr4	gene	7451004	7453088	-	AT4G12590
Chr4	gene	7453201	7454515	+	AT4G12600
